,sp_Mn,mln_Mn,si_Mp,mln_Mp,si_Mn,sp_Mp,sp_Ame,pre_inj
Ppargc1b-1,68.7576570785882,57.804657711733185,43.57963889333246,69.09225117514609,72.13479136349976,51.62760541609119,50.854673217499844,70.58310008438988
Ppargc1b-2,71.45123066315584,72.68169999511686,78.57646307528752,78.53956189017582,79.7151058617226,72.39181494183151,63.774950809260865,67.28660327460526
Ppargc1b-3,79.9778082173263,77.13095275249502,69.27206969005297,75.90794156899095,67.58717439465418,78.02508564330948,80.77955841249953,78.1006472923864
Rara1,77.75068878359774,74.8139377294806,66.13418401653706,76.76834080767324,73.16194989776854,79.33321268694388,79.25683617739917,76.19242580366527
Rara2,63.774950809260865,66.20312453186638,58.471535145622056,73.67077827452289,61.24548561642808,71.47803576378179,69.48434150135887,74.69892723622725
Rara3,82.42785453758076,77.24887420816664,69.92158757574924,79.84951857743583,71.80304917916246,79.39077493551385,80.69319591380668,80.40234534559976
Rara4,87.59829698232431,88.21185143298183,88.2292475308488,91.06458961510025,86.67569629442366,90.84913367605421,89.58817930739248,89.10488640263927
Rarb1,93.87064480138906,93.7145530781455,86.1219368317055,90.65168436870805,91.3807230704879,91.64759869139976,93.00294640130303,93.57210254328044
Rarb2,84.01175877334192,88.37458433033393,82.00213891401906,90.17492089461278,78.56418730272297,89.26096064385062,89.26439410640178,90.98455798009294
Rarb3,56.812767119365525,51.62760541609119,60.87830881906551,56.812767119365525,55.551393920908055,54.93046024010364,59.70167708444618,70.37639122416054
Rarg1,80.36271213216325,83.42343169664846,80.57317740301454,83.95405017535275,83.80384705945919,79.38719301686812,79.9615092453408,81.57000037467758
Rarg2,97.97138629643834,91.5332939637652,79.08614793108617,89.63518132800714,89.22374099902882,90.21473212893822,95.56117741421853,92.85557132545705
Rarg3,72.48254708811612,74.12234059030118,72.97866342417004,76.79027945754673,72.75735907452732,76.13170868477408,74.24052920647264,76.61814767798444
Rora1,88.17188668795616,87.66717988459915,85.13578569270501,89.1218229959176,84.09897457163818,87.72621654651608,86.44148864431705,92.70796673195417
Rora2,74.42975029374212,80.52570016756516,77.53165451212938,76.8339208192745,77.94405010602742,78.62126546388312,77.80192446866147,73.99305150370779
Rora3,88.55776026602837,87.79894357001831,82.13664437082487,86.24088728624604,87.49857257372324,91.31908572367338,90.34585229849066,91.2982130563408
Rorb1,43.57963889333246,63.88195193671934,43.57963889333246,71.89088723458315,62.28225249510471,54.93046024010364,69.03101310965039,75.35113400345456
Rorb2,82.8034035585438,82.17551795676246,70.94619103661623,80.85626439031958,78.19707005561868,83.84738903318595,83.45127126537702,87.24979504003024
Rorb3,60.48200443647372,68.1912220778236,62.28225249510471,66.78710621754122,58.31332883127318,61.90813835076623,71.9281300526279,77.46340336550645
Rorc1,94.9186239543008,91.91858661235645,80.22664738324399,93.87090744632224,82.40813189908788,92.9737982072586,93.78651588490918,88.92529021659912
Rorc2,77.30447558466919,69.85101198128281,73.66157161981265,74.51018586907348,73.87868180477602,75.04485474653605,79.10868195491769,75.35807444620359
Rorc3,76.504450131961,75.52903577214965,62.13588516538828,74.58166369866693,70.14509646242433,69.09225117514609,77.71785941585303,83.86125707064721
Rxra2,81.83338411902778,83.06135618938926,80.74803235128888,84.08897474975402,81.18609363543423,85.21108122065584,82.77038370324878,82.12056598614433
Rxra4,43.57963889333246,43.57963889333246,65.06302702854852,43.57963889333246,43.57963889333246,59.057010867203665,61.50426957485146,68.2858041570973
Rxrb1,79.32959711598275,79.6776225891128,72.3343847705116,80.95429949360268,71.51801234742773,77.81582369840791,80.17641552921756,80.374934110278
Rxrb2,76.42357581000724,75.93951973231181,70.90203887740388,74.61315939784183,71.45123066315584,77.30950522174679,74.61315939784183,78.85224018739348
Rxrb3,67.82147529279804,66.16876400666133,61.06525778493228,58.31332883127318,60.377791241554604,73.54056521610416,68.69263794194491,70.45677998239012
Rxrg1,82.18235259337555,78.61314384662793,72.61606416808564,76.24056511540836,73.55934320534413,78.96838870085412,80.17010768331757,82.20734820805043
Rxrg2,82.50827849218322,76.65744438374819,78.32189917489313,77.42898967151795,81.11881826960754,81.82615084429322,83.94210083494566,79.19800177866475
Rxrg3,78.8678540142871,77.38445660050493,71.8784198282074,82.21867638554681,73.54996165275571,79.8095016401298,83.02374505982431,85.29638424627902
Scand1-2,49.906505968925366,73.83410064748337,90.100847396362,79.81618919659765,90.58413936034671,70.82769082457216,52.28149440976294,75.54250539904223
Scand1-3,74.63667281402897,76.69092622050368,64.28937839849759,74.38912259910218,66.96864508275054,74.2321644584564,75.71492678570328,79.88597395079059
Scand1-4,48.67349679111055,43.57963889333246,43.57963889333246,48.67349679111055,75.4475796270756,43.57963889333246,68.11921558106617,57.23490364285322
Tgr5-1,75.36500689606255,78.36436132912037,76.62377707552038,75.46804713009104,73.79819319993312,83.41598636625554,77.71785941585303,79.03324532606739
Tgr5-2,67.08640964796993,72.94755358835154,70.6452315213958,72.83205625391454,78.21877440872986,69.88640926612048,72.85322513438709,73.68914881144397
Tgr5-3,63.20431902609525,72.67081153643421,70.27840925149394,65.84927870136525,74.4216468398895,74.57376378794382,71.47803576378179,54.93046024010364
Thra1,74.00175872247921,75.48165360456241,80.67577739508522,68.42473411792949,75.58273465321217,71.04791543513204,76.7131454306433,63.72061798035337
Thra3,43.57963889333246,61.24548561642808,43.57963889333246,72.75735907452732,66.2711986193516,62.13588516538828,56.812767119365525,63.20431902609525
Thra5,78.35165351276811,71.43778145654939,60.58407595763657,70.11127592323807,73.50282965189619,73.48387128824888,75.7928743125915,79.62958445727867
Thrb1,77.29944179866679,75.92059263260201,69.61539047304754,77.88485026609138,67.08640964796993,73.5122861139446,75.2106169928377,82.80546141575854
Thrb3,77.71785941585303,64.0896140325652,69.33075744478239,69.44633484278472,70.5674614904427,72.41463012858199,71.95282692683524,62.763901630166345
Thrb4,64.03846396602928,59.32518675838501,56.097922900693675,66.0290976512502,53.35106268389222,56.812767119365525,61.15618031279529,70.36017705096486
Vdr1,85.84804885025918,85.05953597365318,75.33026452758557,86.27344479109703,78.71390034497702,87.29574234134554,86.8391001592898,85.89025436469063
Vdr2,70.4727231497055,65.62526258745422,61.829898214077694,71.81567896247863,62.763901630166345,76.60122812379943,66.63107367790192,77.38942078971975
Vdr3,53.35106268389222,43.57963889333246,67.53373014457436,43.57963889333246,69.25237071149093,50.854673217499844,48.67349679111055,73.78015771060387
