,si_Mp,si_Mn,mln_Mn,pre_inj,sp_Ame,sp_Mn,sp_Mp,mln_Mp
Ppargc1b-1,43.57963889333246,72.13479136349976,57.804657711733185,70.58310008438988,50.854673217499844,68.7576570785882,51.62760541609119,69.09225117514609
Ppargc1b-2,78.57646307528752,79.7151058617226,72.68169999511686,67.28660327460526,63.774950809260865,71.45123066315584,72.39181494183151,78.53956189017582
Ppargc1b-3,69.27206969005297,67.58717439465418,77.13095275249502,78.1006472923864,80.77955841249953,79.9778082173263,78.02508564330948,75.90794156899095
Rara1,66.13418401653706,73.16194989776854,74.8139377294806,76.19242580366527,79.25683617739917,77.75068878359774,79.33321268694388,76.76834080767324
Rara2,58.471535145622056,61.24548561642808,66.20312453186638,74.69892723622725,69.48434150135887,63.774950809260865,71.47803576378179,73.67077827452289
Rara3,69.92158757574924,71.80304917916246,77.24887420816664,80.40234534559976,80.69319591380668,82.42785453758076,79.39077493551385,79.84951857743583
Rara4,88.2292475308488,86.67569629442366,88.21185143298183,89.10488640263927,89.58817930739248,87.59829698232431,90.84913367605421,91.06458961510025
Rarb1,86.1219368317055,91.3807230704879,93.7145530781455,93.57210254328044,93.00294640130303,93.87064480138906,91.64759869139976,90.65168436870805
Rarb2,82.00213891401906,78.56418730272297,88.37458433033393,90.98455798009294,89.26439410640178,84.01175877334192,89.26096064385062,90.17492089461278
Rarb3,60.87830881906551,55.551393920908055,51.62760541609119,70.37639122416054,59.70167708444618,56.812767119365525,54.93046024010364,56.812767119365525
Rarg1,80.57317740301454,83.80384705945919,83.42343169664846,81.57000037467758,79.9615092453408,80.36271213216325,79.38719301686812,83.95405017535275
Rarg2,79.08614793108617,89.22374099902882,91.5332939637652,92.85557132545705,95.56117741421853,97.97138629643834,90.21473212893822,89.63518132800714
Rarg3,72.97866342417004,72.75735907452732,74.12234059030118,76.61814767798444,74.24052920647264,72.48254708811612,76.13170868477408,76.79027945754673
Rora1,85.13578569270501,84.09897457163818,87.66717988459915,92.70796673195417,86.44148864431705,88.17188668795616,87.72621654651608,89.1218229959176
Rora2,77.53165451212938,77.94405010602742,80.52570016756516,73.99305150370779,77.80192446866147,74.42975029374212,78.62126546388312,76.8339208192745
Rora3,82.13664437082487,87.49857257372324,87.79894357001831,91.2982130563408,90.34585229849066,88.55776026602837,91.31908572367338,86.24088728624604
Rorb1,43.57963889333246,62.28225249510471,63.88195193671934,75.35113400345456,69.03101310965039,43.57963889333246,54.93046024010364,71.89088723458315
Rorb2,70.94619103661623,78.19707005561868,82.17551795676246,87.24979504003024,83.45127126537702,82.8034035585438,83.84738903318595,80.85626439031958
Rorb3,62.28225249510471,58.31332883127318,68.1912220778236,77.46340336550645,71.9281300526279,60.48200443647372,61.90813835076623,66.78710621754122
Rorc1,80.22664738324399,82.40813189908788,91.91858661235645,88.92529021659912,93.78651588490918,94.9186239543008,92.9737982072586,93.87090744632224
Rorc2,73.66157161981265,73.87868180477602,69.85101198128281,75.35807444620359,79.10868195491769,77.30447558466919,75.04485474653605,74.51018586907348
Rorc3,62.13588516538828,70.14509646242433,75.52903577214965,83.86125707064721,77.71785941585303,76.504450131961,69.09225117514609,74.58166369866693
Rxra2,80.74803235128888,81.18609363543423,83.06135618938926,82.12056598614433,82.77038370324878,81.83338411902778,85.21108122065584,84.08897474975402
Rxra4,65.06302702854852,43.57963889333246,43.57963889333246,68.2858041570973,61.50426957485146,43.57963889333246,59.057010867203665,43.57963889333246
Rxrb1,72.3343847705116,71.51801234742773,79.6776225891128,80.374934110278,80.17641552921756,79.32959711598275,77.81582369840791,80.95429949360268
Rxrb2,70.90203887740388,71.45123066315584,75.93951973231181,78.85224018739348,74.61315939784183,76.42357581000724,77.30950522174679,74.61315939784183
Rxrb3,61.06525778493228,60.377791241554604,66.16876400666133,70.45677998239012,68.69263794194491,67.82147529279804,73.54056521610416,58.31332883127318
Rxrg1,72.61606416808564,73.55934320534413,78.61314384662793,82.20734820805043,80.17010768331757,82.18235259337555,78.96838870085412,76.24056511540836
Rxrg2,78.32189917489313,81.11881826960754,76.65744438374819,79.19800177866475,83.94210083494566,82.50827849218322,81.82615084429322,77.42898967151795
Rxrg3,71.8784198282074,73.54996165275571,77.38445660050493,85.29638424627902,83.02374505982431,78.8678540142871,79.8095016401298,82.21867638554681
Scand1-2,90.100847396362,90.58413936034671,73.83410064748337,75.54250539904223,52.28149440976294,49.906505968925366,70.82769082457216,79.81618919659765
Scand1-3,64.28937839849759,66.96864508275054,76.69092622050368,79.88597395079059,75.71492678570328,74.63667281402897,74.2321644584564,74.38912259910218
Scand1-4,43.57963889333246,75.4475796270756,43.57963889333246,57.23490364285322,68.11921558106617,48.67349679111055,43.57963889333246,48.67349679111055
Tgr5-1,76.62377707552038,73.79819319993312,78.36436132912037,79.03324532606739,77.71785941585303,75.36500689606255,83.41598636625554,75.46804713009104
Tgr5-2,70.6452315213958,78.21877440872986,72.94755358835154,73.68914881144397,72.85322513438709,67.08640964796993,69.88640926612048,72.83205625391454
Tgr5-3,70.27840925149394,74.4216468398895,72.67081153643421,54.93046024010364,71.47803576378179,63.20431902609525,74.57376378794382,65.84927870136525
Thra1,80.67577739508522,75.58273465321217,75.48165360456241,63.72061798035337,76.7131454306433,74.00175872247921,71.04791543513204,68.42473411792949
Thra3,43.57963889333246,66.2711986193516,61.24548561642808,63.20431902609525,56.812767119365525,43.57963889333246,62.13588516538828,72.75735907452732
Thra5,60.58407595763657,73.50282965189619,71.43778145654939,79.62958445727867,75.7928743125915,78.35165351276811,73.48387128824888,70.11127592323807
Thrb1,69.61539047304754,67.08640964796993,75.92059263260201,82.80546141575854,75.2106169928377,77.29944179866679,73.5122861139446,77.88485026609138
Thrb3,69.33075744478239,70.5674614904427,64.0896140325652,62.763901630166345,71.95282692683524,77.71785941585303,72.41463012858199,69.44633484278472
Thrb4,56.097922900693675,53.35106268389222,59.32518675838501,70.36017705096486,61.15618031279529,64.03846396602928,56.812767119365525,66.0290976512502
Vdr1,75.33026452758557,78.71390034497702,85.05953597365318,85.89025436469063,86.8391001592898,85.84804885025918,87.29574234134554,86.27344479109703
Vdr2,61.829898214077694,62.763901630166345,65.62526258745422,77.38942078971975,66.63107367790192,70.4727231497055,76.60122812379943,71.81567896247863
Vdr3,67.53373014457436,69.25237071149093,43.57963889333246,73.78015771060387,48.67349679111055,53.35106268389222,50.854673217499844,43.57963889333246
