,si_Mn,mln_Mn,mln_Mp,sp_Mp,sp_Mn,pre_inj,si_Mp,sp_Ame
Ppargc1a-3,70.34391678055275,77.98920214757908,76.14390090132855,69.85101198128281,78.64556608059648,74.85933075253149,60.97265589896514,76.78480220872119
Ppargc1b-1,72.13479136349976,57.804657711733185,69.09225117514609,51.62760541609119,68.7576570785882,70.58310008438988,43.57963889333246,50.854673217499844
Ppargc1b-2,79.7151058617226,72.68169999511686,78.53956189017582,72.39181494183151,71.45123066315584,67.28660327460526,78.57646307528752,63.774950809260865
Ppargc1b-3,67.58717439465418,77.13095275249502,75.90794156899095,78.02508564330948,79.9778082173263,78.1006472923864,69.27206969005297,80.77955841249953
Rara1,73.16194989776854,74.8139377294806,76.76834080767324,79.33321268694388,77.75068878359774,76.19242580366527,66.13418401653706,79.25683617739917
Rara2,61.24548561642808,66.20312453186638,73.67077827452289,71.47803576378179,63.774950809260865,74.69892723622725,58.471535145622056,69.48434150135887
Rara3,71.80304917916246,77.24887420816664,79.84951857743583,79.39077493551385,82.42785453758076,80.40234534559976,69.92158757574924,80.69319591380668
Rara4,86.67569629442366,88.21185143298183,91.06458961510025,90.84913367605421,87.59829698232431,89.10488640263927,88.2292475308488,89.58817930739248
Rarb1,91.3807230704879,93.7145530781455,90.65168436870805,91.64759869139976,93.87064480138906,93.57210254328044,86.1219368317055,93.00294640130303
Rarb2,78.56418730272297,88.37458433033393,90.17492089461278,89.26096064385062,84.01175877334192,90.98455798009294,82.00213891401906,89.26439410640178
Rarb3,55.551393920908055,51.62760541609119,56.812767119365525,54.93046024010364,56.812767119365525,70.37639122416054,60.87830881906551,59.70167708444618
Rarg1,83.80384705945919,83.42343169664846,83.95405017535275,79.38719301686812,80.36271213216325,81.57000037467758,80.57317740301454,79.9615092453408
Rarg2,89.22374099902882,91.5332939637652,89.63518132800714,90.21473212893822,97.97138629643834,92.85557132545705,79.08614793108617,95.56117741421853
Rarg3,72.75735907452732,74.12234059030118,76.79027945754673,76.13170868477408,72.48254708811612,76.61814767798444,72.97866342417004,74.24052920647264
Rora1,84.09897457163818,87.66717988459915,89.1218229959176,87.72621654651608,88.17188668795616,92.70796673195417,85.13578569270501,86.44148864431705
Rora2,77.94405010602742,80.52570016756516,76.8339208192745,78.62126546388312,74.42975029374212,73.99305150370779,77.53165451212938,77.80192446866147
Rora3,87.49857257372324,87.79894357001831,86.24088728624604,91.31908572367338,88.55776026602837,91.2982130563408,82.13664437082487,90.34585229849066
Rorb1,62.28225249510471,63.88195193671934,71.89088723458315,54.93046024010364,43.57963889333246,75.35113400345456,43.57963889333246,69.03101310965039
Rorb2,78.19707005561868,82.17551795676246,80.85626439031958,83.84738903318595,82.8034035585438,87.24979504003024,70.94619103661623,83.45127126537702
Rorb3,58.31332883127318,68.1912220778236,66.78710621754122,61.90813835076623,60.48200443647372,77.46340336550645,62.28225249510471,71.9281300526279
Rorc1,82.40813189908788,91.91858661235645,93.87090744632224,92.9737982072586,94.9186239543008,88.92529021659912,80.22664738324399,93.78651588490918
Rorc2,73.87868180477602,69.85101198128281,74.51018586907348,75.04485474653605,77.30447558466919,75.35807444620359,73.66157161981265,79.10868195491769
Rorc3,70.14509646242433,75.52903577214965,74.58166369866693,69.09225117514609,76.504450131961,83.86125707064721,62.13588516538828,77.71785941585303
Rxra2,81.18609363543423,83.06135618938926,84.08897474975402,85.21108122065584,81.83338411902778,82.12056598614433,80.74803235128888,82.77038370324878
Rxra4,43.57963889333246,43.57963889333246,43.57963889333246,59.057010867203665,43.57963889333246,68.2858041570973,65.06302702854852,61.50426957485146
Rxrb1,71.51801234742773,79.6776225891128,80.95429949360268,77.81582369840791,79.32959711598275,80.374934110278,72.3343847705116,80.17641552921756
Rxrb2,71.45123066315584,75.93951973231181,74.61315939784183,77.30950522174679,76.42357581000724,78.85224018739348,70.90203887740388,74.61315939784183
Rxrb3,60.377791241554604,66.16876400666133,58.31332883127318,73.54056521610416,67.82147529279804,70.45677998239012,61.06525778493228,68.69263794194491
Rxrg1,73.55934320534413,78.61314384662793,76.24056511540836,78.96838870085412,82.18235259337555,82.20734820805043,72.61606416808564,80.17010768331757
Rxrg2,81.11881826960754,76.65744438374819,77.42898967151795,81.82615084429322,82.50827849218322,79.19800177866475,78.32189917489313,83.94210083494566
Rxrg3,73.54996165275571,77.38445660050493,82.21867638554681,79.8095016401298,78.8678540142871,85.29638424627902,71.8784198282074,83.02374505982431
Scand1-2,90.58413936034671,73.83410064748337,79.81618919659765,70.82769082457216,49.906505968925366,75.54250539904223,90.100847396362,52.28149440976294
Scand1-3,66.96864508275054,76.69092622050368,74.38912259910218,74.2321644584564,74.63667281402897,79.88597395079059,64.28937839849759,75.71492678570328
Scand1-4,75.4475796270756,43.57963889333246,48.67349679111055,43.57963889333246,48.67349679111055,57.23490364285322,43.57963889333246,68.11921558106617
Tgr5-1,73.79819319993312,78.36436132912037,75.46804713009104,83.41598636625554,75.36500689606255,79.03324532606739,76.62377707552038,77.71785941585303
Tgr5-2,78.21877440872986,72.94755358835154,72.83205625391454,69.88640926612048,67.08640964796993,73.68914881144397,70.6452315213958,72.85322513438709
Tgr5-3,74.4216468398895,72.67081153643421,65.84927870136525,74.57376378794382,63.20431902609525,54.93046024010364,70.27840925149394,71.47803576378179
Thra1,75.58273465321217,75.48165360456241,68.42473411792949,71.04791543513204,74.00175872247921,63.72061798035337,80.67577739508522,76.7131454306433
Thra3,66.2711986193516,61.24548561642808,72.75735907452732,62.13588516538828,43.57963889333246,63.20431902609525,43.57963889333246,56.812767119365525
Thra5,73.50282965189619,71.43778145654939,70.11127592323807,73.48387128824888,78.35165351276811,79.62958445727867,60.58407595763657,75.7928743125915
Thrb1,67.08640964796993,75.92059263260201,77.88485026609138,73.5122861139446,77.29944179866679,82.80546141575854,69.61539047304754,75.2106169928377
Thrb3,70.5674614904427,64.0896140325652,69.44633484278472,72.41463012858199,77.71785941585303,62.763901630166345,69.33075744478239,71.95282692683524
Thrb4,53.35106268389222,59.32518675838501,66.0290976512502,56.812767119365525,64.03846396602928,70.36017705096486,56.097922900693675,61.15618031279529
Vdr1,78.71390034497702,85.05953597365318,86.27344479109703,87.29574234134554,85.84804885025918,85.89025436469063,75.33026452758557,86.8391001592898
Vdr2,62.763901630166345,65.62526258745422,71.81567896247863,76.60122812379943,70.4727231497055,77.38942078971975,61.829898214077694,66.63107367790192
Vdr3,69.25237071149093,43.57963889333246,43.57963889333246,50.854673217499844,53.35106268389222,73.78015771060387,67.53373014457436,48.67349679111055
